iso_a3,continent,region_id,country,income_id,gdp,population,total_waste,composition,percent
GNQ,Africa,Sub-Saharan_Africa,Equatorial Guinea,UMC,24827.072265625,1221490,198443.06,yard_garden_green_waste,NA
ERI,Africa,Sub-Saharan_Africa,Eritrea,LIC,1714.5523681640625,4474690,726957.37,food_organic_waste,NA
ERI,Africa,Sub-Saharan_Africa,Eritrea,LIC,1714.5523681640625,4474690,726957.37,glass,NA
ERI,Africa,Sub-Saharan_Africa,Eritrea,LIC,1714.5523681640625,4474690,726957.37,metal,NA
ERI,Africa,Sub-Saharan_Africa,Eritrea,LIC,1714.5523681640625,4474690,726957.37,other,NA
ERI,Africa,Sub-Saharan_Africa,Eritrea,LIC,1714.5523681640625,4474690,726957.37,paper_cardboard,NA
ERI,Africa,Sub-Saharan_Africa,Eritrea,LIC,1714.5523681640625,4474690,726957.37,plastic,NA
ERI,Africa,Sub-Saharan_Africa,Eritrea,LIC,1714.5523681640625,4474690,726957.37,rubber_leather,NA
ERI,Africa,Sub-Saharan_Africa,Eritrea,LIC,1714.5523681640625,4474690,726957.37,wood,NA
ERI,Africa,Sub-Saharan_Africa,Eritrea,LIC,1714.5523681640625,4474690,726957.37,yard_garden_green_waste,NA
SWZ,Africa,Sub-Saharan_Africa,Eswatini,LMC,8321.1064453125,1343098,218199.47,food_organic_waste,NA
SWZ,Africa,Sub-Saharan_Africa,Eswatini,LMC,8321.1064453125,1343098,218199.47,glass,NA
SWZ,Africa,Sub-Saharan_Africa,Eswatini,LMC,8321.1064453125,1343098,218199.47,metal,NA
SWZ,Africa,Sub-Saharan_Africa,Eswatini,LMC,8321.1064453125,1343098,218199.47,other,NA
SWZ,Africa,Sub-Saharan_Africa,Eswatini,LMC,8321.1064453125,1343098,218199.47,paper_cardboard,NA
SWZ,Africa,Sub-Saharan_Africa,Eswatini,LMC,8321.1064453125,1343098,218199.47,plastic,NA
SWZ,Africa,Sub-Saharan_Africa,Eswatini,LMC,8321.1064453125,1343098,218199.47,rubber_leather,NA
SWZ,Africa,Sub-Saharan_Africa,Eswatini,LMC,8321.1064453125,1343098,218199.47,wood,NA
SWZ,Africa,Sub-Saharan_Africa,Eswatini,LMC,8321.1064453125,1343098,218199.47,yard_garden_green_waste,NA
ETH,Africa,Sub-Saharan_Africa,Ethiopia,LIC,1779.083984375,99873032,6532786.97,food_organic_waste,87.6
ETH,Africa,Sub-Saharan_Africa,Ethiopia,LIC,1779.083984375,99873032,6532786.97,glass,0.8
ETH,Africa,Sub-Saharan_Africa,Ethiopia,LIC,1779.083984375,99873032,6532786.97,metal,1.2
ETH,Africa,Sub-Saharan_Africa,Ethiopia,LIC,1779.083984375,99873032,6532786.97,other,4.4
ETH,Africa,Sub-Saharan_Africa,Ethiopia,LIC,1779.083984375,99873032,6532786.97,paper_cardboard,3.8
ETH,Africa,Sub-Saharan_Africa,Ethiopia,LIC,1779.083984375,99873032,6532786.97,plastic,2.3
ETH,Africa,Sub-Saharan_Africa,Ethiopia,LIC,1779.083984375,99873032,6532786.97,rubber_leather,NA
ETH,Africa,Sub-Saharan_Africa,Ethiopia,LIC,1779.083984375,99873032,6532786.97,wood,NA
ETH,Africa,Sub-Saharan_Africa,Ethiopia,LIC,1779.083984375,99873032,6532786.97,yard_garden_green_waste,NA
GAB,Africa,Sub-Saharan_Africa,Gabon,UMC,18514.65234375,1086137,238102.31,food_organic_waste,NA
GAB,Africa,Sub-Saharan_Africa,Gabon,UMC,18514.65234375,1086137,238102.31,glass,NA
GAB,Africa,Sub-Saharan_Africa,Gabon,UMC,18514.65234375,1086137,238102.31,metal,NA
GAB,Africa,Sub-Saharan_Africa,Gabon,UMC,18514.65234375,1086137,238102.31,other,NA
GAB,Africa,Sub-Saharan_Africa,Gabon,UMC,18514.65234375,1086137,238102.31,paper_cardboard,NA
GAB,Africa,Sub-Saharan_Africa,Gabon,UMC,18514.65234375,1086137,238102.31,plastic,NA
GAB,Africa,Sub-Saharan_Africa,Gabon,UMC,18514.65234375,1086137,238102.31,rubber_leather,NA
GAB,Africa,Sub-Saharan_Africa,Gabon,UMC,18514.65234375,1086137,238102.31,wood,NA
GAB,Africa,Sub-Saharan_Africa,Gabon,UMC,18514.65234375,1086137,238102.31,yard_garden_green_waste,NA
GMB,Africa,Sub-Saharan_Africa,"Gambia, The",LIC,2180.855712890625,1311349,193440.54,food_organic_waste,35
GMB,Africa,Sub-Saharan_Africa,"Gambia, The",LIC,2180.855712890625,1311349,193440.54,glass,1.9
GMB,Africa,Sub-Saharan_Africa,"Gambia, The",LIC,2180.855712890625,1311349,193440.54,metal,2.1
GMB,Africa,Sub-Saharan_Africa,"Gambia, The",LIC,2180.855712890625,1311349,193440.54,other,51.4
GMB,Africa,Sub-Saharan_Africa,"Gambia, The",LIC,2180.855712890625,1311349,193440.54,paper_cardboard,9.7
GMB,Africa,Sub-Saharan_Africa,"Gambia, The",LIC,2180.855712890625,1311349,193440.54,plastic,NA
GMB,Africa,Sub-Saharan_Africa,"Gambia, The",LIC,2180.855712890625,1311349,193440.54,rubber_leather,NA
GMB,Africa,Sub-Saharan_Africa,"Gambia, The",LIC,2180.855712890625,1311349,193440.54,wood,NA
GMB,Africa,Sub-Saharan_Africa,"Gambia, The",LIC,2180.855712890625,1311349,193440.54,yard_garden_green_waste,NA
GHA,Africa,Sub-Saharan_Africa,Ghana,LMC,3092.596923828125,21542008,3538274.97825,food_organic_waste,67
GHA,Africa,Sub-Saharan_Africa,Ghana,LMC,3092.596923828125,21542008,3538274.97825,glass,0
GHA,Africa,Sub-Saharan_Africa,Ghana,LMC,3092.596923828125,21542008,3538274.97825,metal,1
GHA,Africa,Sub-Saharan_Africa,Ghana,LMC,3092.596923828125,21542008,3538274.97825,other,25
GHA,Africa,Sub-Saharan_Africa,Ghana,LMC,3092.596923828125,21542008,3538274.97825,paper_cardboard,3
GHA,Africa,Sub-Saharan_Africa,Ghana,LMC,3092.596923828125,21542008,3538274.97825,plastic,4
GHA,Africa,Sub-Saharan_Africa,Ghana,LMC,3092.596923828125,21542008,3538274.97825,rubber_leather,NA
GHA,Africa,Sub-Saharan_Africa,Ghana,LMC,3092.596923828125,21542008,3538274.97825,wood,NA
GHA,Africa,Sub-Saharan_Africa,Ghana,LMC,3092.596923828125,21542008,3538274.97825,yard_garden_green_waste,NA
GIN,Africa,Sub-Saharan_Africa,Guinea,LIC,1622.77685546875,8132552,596911,food_organic_waste,58
GIN,Africa,Sub-Saharan_Africa,Guinea,LIC,1622.77685546875,8132552,596911,glass,1
GIN,Africa,Sub-Saharan_Africa,Guinea,LIC,1622.77685546875,8132552,596911,metal,1
GIN,Africa,Sub-Saharan_Africa,Guinea,LIC,1622.77685546875,8132552,596911,other,27
GIN,Africa,Sub-Saharan_Africa,Guinea,LIC,1622.77685546875,8132552,596911,paper_cardboard,9
GIN,Africa,Sub-Saharan_Africa,Guinea,LIC,1622.77685546875,8132552,596911,plastic,4
GIN,Africa,Sub-Saharan_Africa,Guinea,LIC,1622.77685546875,8132552,596911,rubber_leather,NA
GIN,Africa,Sub-Saharan_Africa,Guinea,LIC,1622.77685546875,8132552,596911,wood,NA
GIN,Africa,Sub-Saharan_Africa,Guinea,LIC,1622.77685546875,8132552,596911,yard_garden_green_waste,NA
GNB,Africa,Sub-Saharan_Africa,Guinea-Bissau,LIC,1800.068603515625,1770526,289514,food_organic_waste,NA
GNB,Africa,Sub-Saharan_Africa,Guinea-Bissau,LIC,1800.068603515625,1770526,289514,glass,NA
GNB,Africa,Sub-Saharan_Africa,Guinea-Bissau,LIC,1800.068603515625,1770526,289514,metal,NA
GNB,Africa,Sub-Saharan_Africa,Guinea-Bissau,LIC,1800.068603515625,1770526,289514,other,NA
GNB,Africa,Sub-Saharan_Africa,Guinea-Bissau,LIC,1800.068603515625,1770526,289514,paper_cardboard,NA
GNB,Africa,Sub-Saharan_Africa,Guinea-Bissau,LIC,1800.068603515625,1770526,289514,plastic,NA
GNB,Africa,Sub-Saharan_Africa,Guinea-Bissau,LIC,1800.068603515625,1770526,289514,rubber_leather,NA
GNB,Africa,Sub-Saharan_Africa,Guinea-Bissau,LIC,1800.068603515625,1770526,289514,wood,NA
GNB,Africa,Sub-Saharan_Africa,Guinea-Bissau,LIC,1800.068603515625,1770526,289514,yard_garden_green_waste,NA
KEN,Africa,Sub-Saharan_Africa,Kenya,LMC,3329.8544921875,41350152,5595099,food_organic_waste,57
KEN,Africa,Sub-Saharan_Africa,Kenya,LMC,3329.8544921875,41350152,5595099,glass,3
KEN,Africa,Sub-Saharan_Africa,Kenya,LMC,3329.8544921875,41350152,5595099,metal,1
KEN,Africa,Sub-Saharan_Africa,Kenya,LMC,3329.8544921875,41350152,5595099,other,9
KEN,Africa,Sub-Saharan_Africa,Kenya,LMC,3329.8544921875,41350152,5595099,paper_cardboard,11.3
KEN,Africa,Sub-Saharan_Africa,Kenya,LMC,3329.8544921875,41350152,5595099,plastic,18.7
KEN,Africa,Sub-Saharan_Africa,Kenya,LMC,3329.8544921875,41350152,5595099,rubber_leather,NA
KEN,Africa,Sub-Saharan_Africa,Kenya,LMC,3329.8544921875,41350152,5595099,wood,NA
KEN,Africa,Sub-Saharan_Africa,Kenya,LMC,3329.8544921875,41350152,5595099,yard_garden_green_waste,NA
LSO,Africa,Sub-Saharan_Africa,Lesotho,LMC,1978.6083984375,1965662,73457,food_organic_waste,NA
LSO,Africa,Sub-Saharan_Africa,Lesotho,LMC,1978.6083984375,1965662,73457,glass,NA
LSO,Africa,Sub-Saharan_Africa,Lesotho,LMC,1978.6083984375,1965662,73457,metal,NA
LSO,Africa,Sub-Saharan_Africa,Lesotho,LMC,1978.6083984375,1965662,73457,other,NA
LSO,Africa,Sub-Saharan_Africa,Lesotho,LMC,1978.6083984375,1965662,73457,paper_cardboard,NA
LSO,Africa,Sub-Saharan_Africa,Lesotho,LMC,1978.6083984375,1965662,73457,plastic,NA
LSO,Africa,Sub-Saharan_Africa,Lesotho,LMC,1978.6083984375,1965662,73457,rubber_leather,NA
LSO,Africa,Sub-Saharan_Africa,Lesotho,LMC,1978.6083984375,1965662,73457,wood,NA
